sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,sys_CBC_SunscreenCBC1_design,sys_CBC_SunscreenCBC1_design_info,SunscreenCBC1_Rating1_r1,SunscreenCBC1_Rating1_r2,SunscreenCBC1_Rating1_r3,SunscreenCBC1_Rating1_r4,SunscreenCBC1_Rating3_r1,SunscreenCBC1_Rating3_r2,SunscreenCBC1_Rating4_r1,SunscreenCBC1_Rating4_r2,SunscreenCBC1_Rating5_r1,SunscreenCBC1_Rating5_r2,SunscreenCBC1_Rating6_r1,SunscreenCBC1_Rating6_r2,SunscreenCBC1_Rating6_r3,SunscreenCBC1_Choice1,SunscreenCBC1_Choice2,SunscreenCBC1_Choice3,SunscreenCBC1_Choice4,SunscreenCBC1_Choice5,SunscreenCBC1_Choice6,SunscreenCBC1_Choice7,SunscreenCBC1_Choice8,SunscreenCBC1_Choice9,SunscreenCBC1_Choice10,SunscreenCBC1_Choice11,SunscreenCBC1_Choice12,SunscreenCBC1_Choice13,SunscreenCBC1_Choice14,SunscreenCBC1_Choice15,SunscreenCBC1_Choice16,Q7,Q8
98,07 Nov 2018 - 11:08:31 PST,07 Nov 2018 - 11:15:42 PST,0h 7m 11s,0h 7m 9s,1541617711,1541618142,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36",Windows 7,Chrome 68.0.3440.75,50.200.240.158,1920,,"[[1,2,2,2,2,1,1],[2,1,2,2,2,1,2],[3,4,1,1,1,2,3],[4,1,2,1,1,2,3],[5,3,3,1,1,2,2],[6,4,2,2,2,1,2],[7,3,2,1,1,2,2],[8,1,1,1,2,1,3],[9,3,3,2,1,1,2],[10,1,1,2,1,2,1],[11,3,3,1,2,1,3],[12,2,2,1,1,1,1],[13,2,1,1,2,2,1],[14,2,3,2,1,1,3],[15,1,2,2,2,1,1],[16,1,1,1,1,1,2],[17,4,2,2,2,2,1],[18,2,3,1,1,2,3],[19,4,1,2,1,1,1],[20,4,2,1,1,2,1],[21,1,3,1,2,2,2],[22,3,1,1,2,1,1],[23,1,3,2,1,2,2],[24,3,1,2,1,2,3],[25,1,3,2,2,2,3],[26,2,3,1,2,2,2],[27,3,2,2,1,1,3],[28,2,1,2,1,2,2],[29,4,2,1,2,1,2],[30,1,3,2,1,1,3],[31,1,2,1,1,2,1],[32,3,3,2,2,1,2],[33,4,1,2,2,2,3],[34,1,1,1,2,1,1],[35,2,1,1,1,1,2],[36,2,3,2,2,2,3],[37,3,1,2,2,2,1],[38,1,3,1,1,1,2],[39,4,2,1,1,1,3],[40,3,2,2,1,2,1],[41,2,1,1,2,1,3],[42,2,2,2,2,2,2],[43,3,1,1,2,2,1],[44,4,1,2,2,2,2],[45,2,3,2,1,1,3],[46,4,2,1,2,2,3],[47,3,3,1,2,1,2],[48,4,1,2,1,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,2,3,1,3,2,3,1,1,2,3,2,2,3,2,2,4,3,2,3,3,2,4,3,3,4,2,3,2
99,07 Nov 2018 - 11:16:51 PST,07 Nov 2018 - 11:20:48 PST,0h 3m 57s,0h 3m 53s,1541618211,1541618448,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Windows 10.0,Edge 17.17134,47.34.155.174,1920,,"[[1,1,3,2,1,1,2],[2,1,2,1,1,1,1],[3,3,3,1,2,2,2],[4,4,1,1,2,2,2],[5,1,3,2,2,1,3],[6,3,2,2,1,1,1],[7,2,2,1,2,1,1],[8,4,1,2,2,2,3],[9,3,3,2,1,2,2],[10,4,2,2,2,1,2],[11,1,1,2,1,2,3],[12,3,2,1,2,2,3],[13,2,1,2,1,2,1],[14,1,3,1,2,2,3],[15,2,1,2,2,1,2],[16,2,3,1,1,2,2],[17,1,1,2,1,1,1],[18,4,1,1,2,1,3],[19,3,2,2,1,2,1],[20,3,1,1,2,1,2],[21,2,3,2,1,1,2],[22,1,2,1,2,2,1],[23,1,3,1,1,1,3],[24,3,3,2,1,1,3],[25,4,2,2,2,1,1],[26,3,1,1,1,2,3],[27,4,2,1,1,1,3],[28,4,2,2,1,2,3],[29,1,1,1,1,2,1],[30,1,2,1,2,1,3],[31,2,2,1,1,2,2],[32,3,3,1,2,1,3],[33,4,1,2,2,2,1],[34,3,3,1,2,2,2],[35,2,1,2,1,1,3],[36,1,2,2,2,2,1],[37,4,1,1,2,1,1],[38,2,3,2,2,2,3],[39,3,2,1,1,1,2],[40,2,3,2,2,1,3],[41,2,2,2,2,2,2],[42,4,1,1,1,2,1],[43,2,3,1,1,2,3],[44,4,2,1,1,1,2],[45,3,1,2,2,1,1],[46,4,2,2,1,2,2],[47,1,3,2,2,2,2],[48,2,1,1,1,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,3,3,2,2,3,2,3,3,2,2,3,4,3,4,4,1,3,1,1,4,1,1,3,2,2,2,2,2
100,07 Nov 2018 - 11:17:47 PST,07 Nov 2018 - 11:20:05 PST,0h 2m 18s,0h 2m 16s,1541618267,1541618405,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,198.189.238.10,1510,,"[[1,3,3,2,2,1,2],[2,3,1,2,1,2,3],[3,1,2,1,1,2,2],[4,3,1,2,1,1,2],[5,1,3,1,2,2,3],[6,2,3,2,1,2,3],[7,2,3,1,2,2,2],[8,4,1,1,2,2,3],[9,2,2,2,1,1,1],[10,2,3,2,1,1,2],[11,1,1,1,1,1,3],[12,3,2,1,2,2,1],[13,3,3,1,2,1,3],[14,4,1,1,1,2,1],[15,1,2,2,1,1,2],[16,2,1,2,2,1,3],[17,3,2,1,1,2,1],[18,4,2,1,1,1,2],[19,4,1,2,2,1,2],[20,3,3,1,1,1,3],[21,4,2,2,2,2,1],[22,4,2,2,1,2,3],[23,2,2,1,2,1,2],[24,3,1,1,2,1,1],[25,1,1,2,2,2,1],[26,2,3,1,1,2,2],[27,4,2,1,2,1,3],[28,1,1,2,1,2,1],[29,3,2,2,1,1,1],[30,1,3,1,2,2,2],[31,3,1,2,2,2,3],[32,4,2,1,1,1,3],[33,1,3,2,2,1,2],[34,4,1,1,1,1,1],[35,4,2,2,2,2,2],[36,1,3,2,1,2,3],[37,1,2,2,2,1,1],[38,2,3,2,2,1,3],[39,3,3,1,1,2,2],[40,2,2,1,2,2,1],[41,3,3,2,2,2,2],[42,2,1,1,1,1,1],[43,1,1,1,1,2,2],[44,2,2,2,1,2,3],[45,1,3,1,2,1,3],[46,1,1,1,2,1,1],[47,2,1,2,2,2,2],[48,4,1,2,1,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,3,2,3,3,3,2,2,3,3,2,1,3,3,1,3,1,3,1,1,2,3,3,2,2,2,4,3,2
101,07 Nov 2018 - 14:19:17 PST,07 Nov 2018 - 14:27:55 PST,0h 8m 38s,0h 8m 34s,1541629157,1541629675,1,5,,Q9,1,"Mozilla/5.0 (X11; CrOS x86_64 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",Chrome OS,Chrome 69.0.3497.95,50.200.240.158,1366,,"[[1,4,1,2,1,2,3],[2,3,2,1,1,2,1],[3,1,3,1,2,1,3],[4,2,3,2,1,2,3],[5,4,1,2,2,1,2],[6,1,2,1,2,1,1],[7,4,1,1,1,2,1],[8,2,2,1,1,1,3],[9,1,1,2,2,1,1],[10,4,2,1,1,2,2],[11,3,3,2,2,1,3],[12,3,3,1,1,1,3],[13,1,2,2,1,2,1],[14,4,2,1,2,1,2],[15,1,1,1,1,2,3],[16,3,1,1,1,2,2],[17,4,2,2,1,1,2],[18,4,2,2,2,2,3],[19,3,1,2,1,1,1],[20,2,3,1,1,1,3],[21,1,3,2,2,2,2],[22,1,1,2,2,2,2],[23,2,1,2,1,1,1],[24,2,2,1,2,1,1],[25,1,3,1,1,2,2],[26,2,1,2,2,1,1],[27,3,2,1,2,1,2],[28,3,3,2,1,1,3],[29,4,2,2,2,2,1],[30,2,1,1,1,2,2],[31,4,2,2,1,1,3],[32,3,1,1,2,2,1],[33,2,3,1,2,2,2],[34,3,1,2,2,2,3],[35,1,2,1,1,2,1],[36,2,3,1,2,1,2],[37,4,1,1,2,1,1],[38,1,2,2,1,1,2],[39,1,3,1,2,2,3],[40,2,3,2,2,2,2],[41,2,2,2,1,2,3],[42,4,1,1,2,1,3],[43,3,2,2,2,2,1],[44,1,3,2,1,1,2],[45,3,3,1,2,2,3],[46,4,1,1,1,1,1],[47,2,2,2,2,2,3],[48,3,3,2,1,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,1,2,4,1,3,3,2,1,3,2,3,3,1,1,1,4,1,3,4,1,4,2,4,1,4,2,1,2,2,2
102,07 Nov 2018 - 14:19:36 PST,07 Nov 2018 - 14:23:40 PST,0h 4m 4s,0h 3m 58s,1541629176,1541629420,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,172.119.60.226,1920,,"[[1,4,2,1,1,2,1],[2,3,3,2,2,1,3],[3,2,1,1,2,2,2],[4,2,3,2,1,1,2],[5,3,2,1,1,2,2],[6,4,1,2,2,1,1],[7,4,1,1,2,2,3],[8,1,1,2,1,2,2],[9,3,2,2,2,1,1],[10,4,2,1,1,1,3],[11,3,1,2,1,2,2],[12,2,3,1,2,2,3],[13,1,2,1,2,1,2],[14,1,3,2,1,1,2],[15,2,2,1,1,2,1],[16,1,3,1,2,1,3],[17,2,1,2,1,1,1],[18,2,3,2,2,2,2],[19,4,1,1,1,1,1],[20,2,2,2,1,1,1],[21,3,3,1,2,2,3],[22,1,3,2,2,2,2],[23,4,2,2,2,1,2],[24,3,1,1,1,2,1],[25,1,1,1,1,2,1],[26,2,3,2,1,2,3],[27,1,2,1,2,1,2],[28,1,3,2,1,2,3],[29,4,1,1,2,2,2],[30,2,2,1,2,1,3],[31,1,1,1,2,1,1],[32,4,1,2,1,1,3],[33,3,3,1,2,2,2],[34,1,2,2,1,2,3],[35,1,2,2,2,2,1],[36,3,3,1,1,1,3],[37,2,1,2,2,1,3],[38,2,3,1,1,2,2],[39,4,2,2,2,2,1],[40,4,1,2,2,2,3],[41,3,3,2,1,1,2],[42,3,2,1,1,1,1],[43,3,2,2,2,2,1],[44,2,2,1,2,1,2],[45,1,3,1,1,1,3],[46,4,1,1,1,1,2],[47,3,1,2,2,1,1],[48,4,2,2,1,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,4,3,4,2,2,1,3,1,3,1,1,2,2,2,3,3,1,1,3,1,3,1,3,2,3,3,3,2,2,2
103,07 Nov 2018 - 14:58:02 PST,07 Nov 2018 - 15:05:52 PST,0h 7m 50s,0h 7m 45s,1541631482,1541631952,1,5,,Q9,1,"Mozilla/5.0 (Linux; Android 8.1.0; Pixel XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36",Android 8.1.0,Chrome 70.0.3538.80,2600:1700:cb50:9a70:a1c0:ee4e:7882:5688,377,,"[[1,4,1,2,1,2,1],[2,1,2,2,2,1,1],[3,2,3,1,1,2,2],[4,3,2,1,2,2,1],[5,2,3,2,1,1,3],[6,4,1,1,2,2,2],[7,3,1,2,1,2,3],[8,3,2,2,1,1,1],[9,1,3,1,2,1,3],[10,1,3,1,1,1,2],[11,4,1,1,2,1,3],[12,1,3,2,1,2,2],[13,4,1,2,2,1,3],[14,2,3,1,1,2,3],[15,3,1,1,1,2,2],[16,1,1,1,2,2,1],[17,3,3,1,2,2,2],[18,1,2,2,1,1,3],[19,4,1,1,1,1,3],[20,3,3,2,1,1,2],[21,2,2,1,2,2,1],[22,3,1,2,1,2,1],[23,1,1,1,2,1,2],[24,3,2,1,2,1,3],[25,4,1,1,1,2,1],[26,1,1,2,2,2,1],[27,4,2,1,1,1,2],[28,1,2,2,1,2,2],[29,1,3,2,2,1,2],[30,2,2,1,1,1,1],[31,3,2,1,1,1,1],[32,2,2,2,2,2,2],[33,2,3,1,2,1,3],[34,4,2,1,2,2,1],[35,2,1,2,1,1,2],[36,3,3,2,2,2,3],[37,1,2,1,1,2,3],[38,2,1,2,2,1,1],[39,4,2,2,2,1,3],[40,2,1,1,1,1,1],[41,3,3,2,2,2,3],[42,4,2,2,2,2,2],[43,2,1,2,2,1,2],[44,4,2,2,1,1,1],[45,1,3,1,1,2,3],[46,3,1,1,2,1,1],[47,4,2,2,1,2,2],[48,2,3,2,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,3,3,4,3,4,3,1,3,1,3,3,3,3,2,3,3,3,3,3,3,4,3,1,2,1,1,3,2,4,3
106,07 Nov 2018 - 19:09:16 PST,07 Nov 2018 - 19:22:19 PST,0h 13m 3s,0h 12m 59s,1541646556,1541647339,1,5,,Q9,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",,Language zh_CN,207.151.52.65,375,,"[[1,4,1,2,1,1,2],[2,3,3,1,2,2,3],[3,3,2,2,2,2,1],[4,1,2,1,2,1,1],[5,3,2,1,1,2,2],[6,2,3,2,2,1,3],[7,1,3,1,2,2,3],[8,1,1,2,1,2,3],[9,3,3,2,2,1,2],[10,3,1,1,1,2,1],[11,1,2,2,1,1,2],[12,4,2,2,2,2,3],[13,4,2,1,1,1,1],[14,3,3,2,1,1,3],[15,2,1,2,2,2,2],[16,1,1,2,1,2,1],[17,2,2,1,1,1,3],[18,1,3,1,2,1,2],[19,4,1,1,2,1,1],[20,2,2,1,1,1,2],[21,3,3,2,1,2,3],[22,2,3,2,2,2,2],[23,3,2,1,2,1,1],[24,4,1,1,1,2,1],[25,2,1,1,1,2,1],[26,1,3,1,2,1,2],[27,1,2,2,1,1,3],[28,3,1,2,1,1,1],[29,4,2,1,2,2,3],[30,3,3,1,1,1,2],[31,1,3,2,1,1,3],[32,3,1,2,2,1,1],[33,2,3,1,1,2,3],[34,2,1,1,2,1,2],[35,4,2,2,2,2,1],[36,1,3,1,1,2,2],[37,2,2,2,2,1,1],[38,2,3,1,1,1,3],[39,4,2,2,2,2,2],[40,2,3,2,2,2,2],[41,1,1,1,2,1,3],[42,4,2,2,1,2,2],[43,4,1,1,1,2,2],[44,4,1,2,1,1,1],[45,1,2,1,2,2,1],[46,4,1,2,2,1,3],[47,3,1,1,2,2,3],[48,2,2,2,1,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,4,2,4,3,2,3,2,4,4,4,2,3,2,4,2,3,2,1,3,3,1,1,3,1,3,2,1,1,2,3
108,07 Nov 2018 - 19:10:27 PST,07 Nov 2018 - 19:15:38 PST,0h 5m 11s,0h 5m 7s,1541646627,1541646938,1,5,,Q9,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",,Safari 604.1,104.32.173.149,414,,"[[1,3,3,1,2,2,2],[2,1,2,2,1,2,3],[3,2,1,2,2,1,1],[4,4,1,1,2,2,2],[5,3,3,2,1,1,3],[6,2,2,2,2,2,1],[7,4,1,2,1,2,1],[8,3,2,2,2,2,2],[9,2,3,1,2,1,3],[10,1,3,1,2,2,3],[11,4,1,1,1,2,3],[12,1,3,2,1,1,2],[13,2,3,2,1,2,2],[14,3,1,1,1,2,3],[15,4,2,1,2,1,1],[16,2,2,1,2,2,1],[17,3,1,2,1,1,1],[18,1,3,1,2,2,2],[19,1,1,2,1,1,2],[20,4,1,1,2,2,3],[21,2,1,2,2,1,2],[22,2,3,1,1,1,3],[23,1,2,2,2,2,1],[24,4,2,2,1,1,3],[25,2,2,2,1,2,1],[26,4,1,1,2,1,1],[27,3,3,1,1,1,2],[28,4,1,2,2,1,2],[29,4,2,1,1,2,2],[30,3,2,1,2,1,1],[31,4,1,2,1,2,1],[32,2,3,2,2,2,2],[33,3,2,1,2,1,3],[34,1,1,1,2,1,1],[35,2,3,1,1,2,2],[36,4,2,2,1,2,3],[37,2,1,1,1,1,2],[38,3,2,2,1,1,1],[39,3,3,2,2,2,3],[40,3,1,1,1,2,1],[41,4,2,2,2,1,2],[42,2,2,1,1,1,3],[43,1,3,2,2,1,3],[44,1,2,1,1,2,1],[45,3,1,2,2,1,3],[46,1,1,1,1,1,1],[47,1,3,2,2,2,3],[48,1,2,1,1,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,1,2,2,2,2,2,3,1,3,3,3,2,2,1,1,1,3,2,2,3,3,1,3,3,2,2,3,2,2,3
111,07 Nov 2018 - 19:28:23 PST,07 Nov 2018 - 19:32:30 PST,0h 4m 7s,0h 4m 3s,1541647703,1541647950,1,5,,Q9,1,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,Safari 604.1,2600:1700:9040:3120:f9be:5888:d9c8:8286,1024,,"[[1,4,1,2,2,2,3],[2,3,2,1,2,1,1],[3,1,3,2,1,2,2],[4,3,1,2,2,1,1],[5,1,2,1,2,2,2],[6,2,3,2,1,1,3],[7,1,2,1,2,2,1],[8,1,2,2,1,1,2],[9,3,3,2,1,1,2],[10,4,2,1,1,2,1],[11,1,3,1,2,2,3],[12,4,2,2,2,1,2],[13,2,2,1,2,1,1],[14,3,2,1,1,2,1],[15,1,1,2,1,1,1],[16,2,1,2,2,2,1],[17,1,3,1,2,1,3],[18,2,2,2,1,1,2],[19,4,1,1,2,1,3],[20,4,1,1,1,2,1],[21,3,3,2,2,1,2],[22,3,2,2,1,2,3],[23,2,3,2,1,2,3],[24,4,1,1,2,1,2],[25,1,3,1,2,1,3],[26,4,2,2,1,2,3],[27,3,1,1,1,2,2],[28,1,3,1,1,2,2],[29,4,1,2,1,1,1],[30,4,2,2,2,2,3],[31,1,1,1,1,1,1],[32,2,3,1,1,1,3],[33,2,3,2,2,2,2],[34,4,2,2,2,1,1],[35,3,3,1,1,2,3],[36,2,1,1,2,2,2],[37,1,1,2,1,2,1],[38,2,2,1,1,1,3],[39,3,3,1,2,1,2],[40,3,1,2,1,1,3],[41,2,1,1,2,2,1],[42,4,2,2,2,2,2],[43,3,1,2,2,2,3],[44,3,3,1,1,2,2],[45,2,2,1,1,1,1],[46,4,1,1,1,1,2],[47,1,1,2,2,1,3],[48,2,3,2,2,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,4,3,3,2,3,1,3,4,3,3,3,2,1,1,2,1,2,2,2,1,3,2,3,3,2,3,2,3
114,07 Nov 2018 - 20:36:45 PST,07 Nov 2018 - 20:41:00 PST,0h 4m 15s,0h 4m 12s,1541651805,1541652060,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,174.99.51.2,1680,,"[[1,2,1,1,2,2,1],[2,1,2,1,2,1,1],[3,2,3,2,1,1,3],[4,3,1,2,2,1,1],[5,1,1,1,2,2,1],[6,2,3,1,1,1,3],[7,1,2,1,1,2,1],[8,2,3,1,2,1,2],[9,3,1,2,1,2,3],[10,4,1,2,2,1,1],[11,3,2,2,2,1,3],[12,1,3,1,1,2,2],[13,3,2,1,1,2,1],[14,1,3,2,1,1,2],[15,4,1,1,2,1,3],[16,3,3,1,1,2,2],[17,4,1,1,1,1,3],[18,1,2,2,2,1,1],[19,3,3,1,1,2,3],[20,1,1,2,1,1,3],[21,3,3,2,2,2,2],[22,4,2,2,1,2,1],[23,2,3,2,2,2,3],[24,3,1,1,2,1,2],[25,3,3,2,2,2,3],[26,2,2,2,1,1,2],[27,2,1,1,2,2,2],[28,1,3,2,1,2,2],[29,2,1,1,1,1,1],[30,2,2,2,2,2,1],[31,4,1,1,1,2,2],[32,4,2,1,1,1,3],[33,4,1,2,2,2,1],[34,3,2,2,1,1,1],[35,1,1,1,2,2,3],[36,4,2,1,2,1,2],[37,2,2,1,1,2,3],[38,4,2,2,2,2,2],[39,1,3,2,2,1,2],[40,2,1,2,1,2,2],[41,3,2,1,2,2,1],[42,1,3,1,2,1,3],[43,3,3,1,1,1,2],[44,1,3,2,2,2,3],[45,4,1,2,1,1,1],[46,3,1,2,1,1,2],[47,2,2,1,2,1,2],[48,4,2,2,1,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,1,3,4,3,1,3,2,4,3,4,1,3,2,1,1,1,3,1,4,4,1,4,2,1,1,2,3
115,07 Nov 2018 - 21:06:55 PST,07 Nov 2018 - 21:15:32 PST,0h 8m 37s,0h 8m 31s,1541653615,1541654132,1,5,,Q9,1,"Mozilla/5.0 (X11; CrOS x86_64 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",Chrome OS,Chrome 69.0.3497.120,2601:647:500:11f5:851e:d2ed:ed41:5c32,1366,,"[[1,3,3,2,1,2,2],[2,4,2,1,2,1,1],[3,2,1,2,1,2,3],[4,1,1,2,2,1,2],[5,3,3,1,1,2,3],[6,4,2,2,1,2,1],[7,1,2,2,2,1,1],[8,4,2,1,2,1,3],[9,4,1,2,1,2,2],[10,3,1,2,1,1,1],[11,1,3,1,1,1,2],[12,2,2,2,2,2,3],[13,1,1,1,2,2,2],[14,2,2,2,1,2,1],[15,2,3,1,2,1,2],[16,3,1,2,1,2,1],[17,3,3,1,1,1,3],[18,4,1,1,2,2,2],[19,3,1,1,1,1,3],[20,2,3,2,1,1,2],[21,1,3,2,2,2,3],[22,2,1,1,1,1,1],[23,3,2,2,2,2,1],[24,4,2,1,2,1,1],[25,1,2,1,1,2,1],[26,1,3,2,1,2,2],[27,3,3,2,2,1,3],[28,2,2,1,1,2,2],[29,1,3,1,1,1,3],[30,2,1,2,2,1,1],[31,1,3,1,2,2,2],[32,4,1,2,1,1,3],[33,3,2,1,2,2,3],[34,3,1,1,2,1,1],[35,2,3,1,2,2,3],[36,4,1,2,1,1,2],[37,4,1,1,2,2,1],[38,2,2,2,2,1,2],[39,2,3,1,1,2,3],[40,1,1,1,1,2,1],[41,3,2,2,2,2,2],[42,1,3,2,2,1,3],[43,1,2,2,1,1,3],[44,3,2,1,1,1,2],[45,4,1,2,2,2,3],[46,4,2,1,1,1,3],[47,3,3,2,2,1,2],[48,2,1,1,2,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,1,3,4,4,1,3,3,1,3,4,3,4,3,2,4,3,2,4,4,4,4,4,4,3,4,2,2
116,07 Nov 2018 - 21:17:30 PST,07 Nov 2018 - 21:24:21 PST,0h 6m 51s,0h 6m 46s,1541654250,1541654661,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.13.6,Chrome 70.0.3538.77,104.34.238.21,1907,,"[[1,3,3,2,2,1,3],[2,1,1,2,1,2,1],[3,4,2,1,2,1,2],[4,2,1,1,2,1,2],[5,3,3,2,1,2,3],[6,3,2,2,2,2,1],[7,4,1,1,2,1,3],[8,4,2,2,1,1,2],[9,2,3,1,1,2,2],[10,4,1,1,2,2,1],[11,1,2,1,1,2,3],[12,3,1,2,1,1,1],[13,3,2,2,2,2,3],[14,4,1,2,1,1,2],[15,3,3,1,2,2,2],[16,4,1,1,2,2,2],[17,4,2,2,1,1,1],[18,1,3,1,2,1,3],[19,2,1,1,1,1,3],[20,1,1,2,2,2,2],[21,3,2,1,2,1,1],[22,3,1,1,2,2,1],[23,2,2,2,2,2,2],[24,4,2,1,1,1,3],[25,4,1,2,1,2,1],[26,2,3,2,1,2,3],[27,3,3,1,2,1,2],[28,1,2,1,2,1,1],[29,2,3,2,2,1,3],[30,2,3,1,1,2,3],[31,1,3,2,2,2,2],[32,2,2,1,1,2,2],[33,3,1,2,1,1,3],[34,1,1,1,1,2,3],[35,1,3,1,2,1,3],[36,2,2,2,1,1,1],[37,4,2,2,2,2,3],[38,1,3,1,1,2,2],[39,2,2,1,1,1,1],[40,4,2,2,2,2,3],[41,3,3,1,1,1,2],[42,2,1,2,2,1,1],[43,1,1,2,2,1,1],[44,3,2,1,1,2,1],[45,1,3,2,1,1,2],[46,4,1,1,1,2,1],[47,2,3,2,2,2,3],[48,1,3,2,1,1,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,3,3,4,1,3,1,3,1,3,2,3,1,1,3,4,4,3,3,3,2,3,2,1,2,1,1,4,2,4,2
