sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,sys_CBC_SunscreenCBC1_design,sys_CBC_SunscreenCBC1_design_info,SunscreenCBC1_Rating1_r1,SunscreenCBC1_Rating1_r2,SunscreenCBC1_Rating1_r3,SunscreenCBC1_Rating1_r4,SunscreenCBC1_Rating3_r1,SunscreenCBC1_Rating3_r2,SunscreenCBC1_Rating4_r1,SunscreenCBC1_Rating4_r2,SunscreenCBC1_Rating5_r1,SunscreenCBC1_Rating5_r2,SunscreenCBC1_Rating6_r1,SunscreenCBC1_Rating6_r2,SunscreenCBC1_Rating6_r3,SunscreenCBC1_Choice1,SunscreenCBC1_Choice2,SunscreenCBC1_Choice3,SunscreenCBC1_Choice4,SunscreenCBC1_Choice5,SunscreenCBC1_Choice6,SunscreenCBC1_Choice7,SunscreenCBC1_Choice8,SunscreenCBC1_Choice9,SunscreenCBC1_Choice10,SunscreenCBC1_Choice11,SunscreenCBC1_Choice12,SunscreenCBC1_Choice13,SunscreenCBC1_Choice14,SunscreenCBC1_Choice15,SunscreenCBC1_Choice16,Q7,Q8
117,07 Nov 2018 - 22:04:15 PST,07 Nov 2018 - 22:07:47 PST,0h 3m 32s,0h 3m 30s,1541657055,1541657267,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.14.0,Chrome 70.0.3538.77,2602:304:cf60:5cf0:7430:72f6:d023:55d1,1254,,"[[1,2,3,1,2,1,3],[2,2,2,1,1,2,2],[3,1,1,2,2,1,2],[4,4,1,1,2,2,1],[5,3,3,2,2,1,3],[6,1,1,1,1,1,1],[7,1,1,2,1,2,2],[8,1,2,1,2,1,1],[9,2,3,1,1,2,2],[10,1,3,2,1,2,3],[11,4,2,2,2,1,2],[12,1,1,1,2,2,1],[13,2,2,2,1,2,1],[14,1,3,1,2,2,3],[15,4,1,2,1,1,2],[16,2,1,2,2,1,1],[17,3,3,2,1,1,3],[18,4,1,1,2,2,2],[19,1,3,1,1,1,3],[20,2,3,2,2,1,2],[21,3,2,2,1,2,1],[22,4,2,1,1,1,3],[23,2,3,1,2,1,2],[24,3,1,2,1,2,1],[25,4,1,1,1,1,1],[26,3,2,1,2,2,3],[27,3,3,2,2,2,2],[28,1,3,2,2,2,2],[29,2,1,2,1,1,3],[30,3,2,1,2,1,1],[31,4,1,2,2,1,3],[32,3,3,1,1,2,2],[33,4,2,2,1,1,1],[34,2,2,1,1,1,1],[35,4,2,2,1,2,3],[36,3,1,1,2,2,1],[37,4,2,2,2,2,1],[38,1,2,1,1,1,2],[39,4,1,1,1,2,3],[40,2,2,1,2,2,3],[41,3,3,2,1,1,2],[42,2,3,2,2,2,3],[43,1,2,2,2,2,3],[44,4,1,1,1,2,2],[45,3,3,1,1,1,2],[46,3,1,1,2,1,3],[47,1,2,2,2,1,1],[48,2,1,2,1,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",4,4,4,4,4,4,4,2,2,2,3,4,3,1,2,2,1,2,2,1,1,2,3,3,2,1,3,1,2,3,2
118,07 Nov 2018 - 22:08:29 PST,07 Nov 2018 - 22:13:04 PST,0h 4m 35s,0h 4m 33s,1541657309,1541657584,1,5,,Q9,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Mac OS X 10.10.5,Chrome 70.0.3538.77,2600:8801:db08:a800:c453:eee2:bbcc:cb4,1680,,"[[1,4,2,2,2,1,2],[2,1,3,2,1,2,3],[3,2,3,1,2,2,2],[4,1,2,1,1,2,3],[5,4,1,2,2,1,2],[6,3,2,1,2,1,1],[7,2,2,2,1,1,1],[8,2,1,1,2,1,3],[9,3,3,2,1,2,2],[10,3,3,2,1,1,3],[11,3,1,2,2,2,1],[12,1,2,1,1,2,1],[13,1,1,2,1,1,3],[14,2,2,1,2,2,1],[15,2,3,1,1,1,2],[16,1,1,1,2,1,2],[17,2,3,2,1,2,3],[18,4,2,1,1,1,3],[19,4,2,1,2,2,1],[20,3,1,2,1,1,1],[21,2,3,2,2,2,2],[22,4,2,2,1,2,3],[23,3,2,1,2,1,1],[24,4,1,1,2,1,2],[25,1,2,2,1,1,2],[26,2,1,2,2,2,3],[27,4,2,1,1,1,2],[28,4,1,2,2,2,1],[29,3,3,1,2,1,3],[30,3,2,2,1,2,2],[31,3,2,1,2,2,2],[32,2,1,2,1,1,1],[33,4,1,1,2,2,3],[34,1,1,1,1,2,1],[35,3,3,2,2,1,3],[36,1,3,2,1,2,2],[37,1,3,1,2,2,3],[38,2,3,1,1,1,3],[39,4,1,2,1,1,1],[40,2,2,2,2,2,1],[41,3,1,1,1,2,2],[42,1,3,1,2,1,3],[43,4,1,1,1,2,1],[44,1,2,2,2,1,1],[45,1,3,2,2,1,2],[46,4,2,2,2,2,3],[47,2,1,1,1,1,1],[48,3,3,1,1,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,1,2,1,1,3,2,3,1,3,2,2,3,3,4,2,2,2,4,3,3,2,1,3,2,1,1,3,1,3,2
119,07 Nov 2018 - 22:17:40 PST,07 Nov 2018 - 22:26:35 PST,0h 8m 55s,0h 8m 49s,1541657860,1541658395,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,24.130.253.48,1366,,"[[1,1,3,2,2,1,2],[2,2,1,2,1,2,1],[3,2,2,1,2,1,3],[4,4,1,1,2,2,2],[5,3,3,2,1,2,3],[6,2,1,1,1,1,1],[7,2,3,1,2,1,3],[8,1,2,2,1,2,3],[9,4,1,1,1,2,2],[10,3,2,1,1,1,2],[11,4,1,2,2,2,1],[12,3,3,2,2,2,3],[13,4,2,2,2,1,1],[14,2,3,1,1,2,2],[15,3,1,1,1,2,3],[16,4,2,1,1,1,1],[17,2,3,2,1,1,2],[18,4,2,1,2,2,3],[19,1,3,2,1,2,2],[20,3,2,1,2,1,1],[21,2,1,2,2,1,3],[22,1,2,2,1,1,2],[23,3,1,2,2,2,2],[24,3,2,1,1,2,1],[25,4,1,1,1,2,1],[26,1,3,1,2,1,3],[27,4,2,2,2,1,2],[28,1,1,2,2,1,1],[29,1,3,1,1,1,3],[30,2,3,1,2,2,2],[31,1,2,1,2,2,1],[32,3,3,2,2,2,2],[33,2,3,1,1,1,3],[34,4,1,2,2,1,3],[35,2,2,1,2,2,1],[36,3,3,1,1,1,2],[37,1,3,1,2,2,3],[38,4,1,2,1,1,3],[39,1,2,2,1,2,1],[40,1,1,1,1,1,2],[41,2,2,2,2,2,2],[42,3,1,2,1,1,3],[43,1,1,1,2,2,1],[44,4,2,2,1,2,3],[45,3,3,2,2,1,2],[46,4,2,2,1,1,1],[47,2,1,2,1,2,1],[48,3,1,1,2,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,3,3,2,3,2,2,2,2,2,2,2,2,1,4,2,1,2,4,2,4,2,3,2,4,2,3,3,4,2,2
120,07 Nov 2018 - 22:28:55 PST,07 Nov 2018 - 22:31:54 PST,0h 2m 59s,0h 2m 57s,1541658535,1541658714,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 7,Chrome 70.0.3538.77,104.227.86.38,1280,,"[[1,2,1,2,2,1,1],[2,1,2,2,1,2,3],[3,2,3,1,1,1,3],[4,2,1,2,1,1,2],[5,1,2,1,1,2,1],[6,4,1,2,2,1,2],[7,4,2,1,2,2,2],[8,1,3,2,2,2,2],[9,4,1,1,1,1,3],[10,3,2,1,1,1,2],[11,3,1,1,2,2,3],[12,4,2,2,1,1,1],[13,1,1,1,2,2,1],[14,2,2,2,1,2,1],[15,3,3,2,2,1,3],[16,1,1,2,1,2,1],[17,3,2,1,2,1,3],[18,2,3,2,2,2,2],[19,3,2,2,2,1,1],[20,2,3,1,2,2,2],[21,1,3,1,1,2,3],[22,1,2,2,2,1,1],[23,3,1,2,1,2,2],[24,1,3,1,1,1,3],[25,2,1,1,2,2,1],[26,4,2,1,1,1,1],[27,3,3,2,1,2,3],[28,2,2,2,2,1,1],[29,2,3,1,2,1,3],[30,3,3,1,1,2,2],[31,2,1,2,1,1,3],[32,4,2,2,2,1,3],[33,4,1,1,2,2,2],[34,3,1,1,2,1,1],[35,4,1,2,1,2,3],[36,1,3,1,1,1,2],[37,1,1,2,1,2,1],[38,1,3,1,2,1,2],[39,4,2,2,2,2,3],[40,4,2,2,1,2,2],[41,3,2,1,1,2,1],[42,1,3,2,2,1,2],[43,4,1,1,1,1,1],[44,2,2,1,2,2,3],[45,3,3,2,1,1,2],[46,3,3,2,2,2,3],[47,2,2,1,1,1,2],[48,4,1,1,2,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,1,2,3,2,2,3,2,2,2,1,1,2,1,3,2,2,3,1,2,2,1,1,1,1,1,2,1,4,3
121,07 Nov 2018 - 22:32:13 PST,07 Nov 2018 - 22:36:49 PST,0h 4m 36s,0h 4m 33s,1541658733,1541659009,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Windows 10.0,Edge 17.17134,2600:1700:af20:4b30:84de:dc3b:aa4:85bc,1536,,"[[1,1,1,2,2,1,2],[2,2,3,2,1,2,2],[3,4,2,1,2,1,3],[4,4,2,1,1,2,1],[5,1,3,2,1,2,2],[6,2,3,1,2,1,3],[7,4,2,2,2,2,1],[8,3,3,1,1,1,2],[9,2,1,2,2,2,3],[10,1,3,2,1,2,3],[11,2,1,1,1,1,1],[12,4,1,1,2,1,2],[13,4,1,2,1,1,3],[14,2,2,1,2,1,3],[15,2,1,1,2,2,1],[16,1,2,2,1,2,1],[17,2,1,1,1,2,1],[18,1,3,1,2,1,3],[19,1,2,1,2,2,1],[20,3,1,2,1,1,2],[21,3,1,1,1,2,1],[22,4,1,2,2,2,3],[23,1,2,1,1,1,1],[24,3,2,1,2,2,2],[25,3,2,2,2,1,1],[26,1,2,1,1,1,2],[27,3,1,2,1,2,3],[28,1,1,2,2,1,1],[29,2,3,1,1,2,3],[30,2,2,2,1,1,2],[31,3,3,1,1,1,3],[32,3,2,2,2,2,1],[33,1,1,1,2,2,2],[34,4,2,2,1,2,2],[35,1,3,2,2,1,3],[36,3,3,1,2,1,2],[37,3,3,2,2,2,3],[38,2,2,2,1,1,1],[39,4,1,1,2,1,1],[40,4,2,1,2,2,2],[41,3,1,2,1,1,1],[42,1,3,1,1,2,3],[43,4,2,2,1,1,3],[44,4,1,1,1,2,2],[45,2,3,2,2,1,2],[46,3,2,1,1,2,3],[47,4,1,2,2,1,1],[48,2,3,2,2,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,1,2,3,2,3,4,4,1,3,1,2,3,3,1,1,1,3,2,3,1,3,2,2,1,1,1,2,3,3,3
122,07 Nov 2018 - 23:26:53 PST,07 Nov 2018 - 23:35:48 PST,0h 8m 55s,0h 8m 51s,1541662013,1541662548,1,5,,Q9,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0,Windows 10.0,Firefox 63.0,2605:e000:35cc:bf00:bd29:e0f2:1c3f:12c5,1536,,"[[1,2,1,1,2,2,1],[2,4,2,1,1,2,3],[3,1,3,2,2,1,2],[4,1,1,1,2,2,1],[5,2,2,2,2,1,2],[6,2,3,2,1,1,3],[7,4,1,1,2,1,1],[8,2,3,1,1,2,2],[9,1,2,2,2,1,3],[10,1,2,1,2,2,1],[11,3,3,2,2,1,3],[12,1,2,2,1,1,1],[13,1,1,1,1,2,3],[14,2,2,2,1,2,2],[15,3,3,2,2,1,3],[16,4,1,2,2,2,1],[17,1,2,1,1,2,2],[18,2,2,1,1,1,1],[19,1,1,2,1,1,1],[20,2,1,2,2,2,2],[21,3,1,1,1,1,2],[22,4,2,2,1,2,2],[23,1,3,1,1,2,3],[24,2,1,2,2,1,3],[25,4,2,2,1,1,1],[26,3,3,1,2,1,2],[27,4,1,2,2,2,3],[28,2,3,1,1,1,3],[29,3,1,2,2,2,2],[30,4,2,1,2,2,2],[31,4,1,2,1,1,1],[32,1,3,2,2,2,2],[33,3,3,1,1,2,3],[34,3,1,1,1,2,1],[35,1,3,2,1,1,2],[36,4,2,1,2,1,3],[37,3,1,1,2,1,1],[38,3,2,1,1,1,2],[39,3,3,2,1,2,3],[40,4,2,2,2,2,3],[41,2,1,2,1,2,1],[42,2,2,1,2,1,1],[43,3,2,2,2,2,1],[44,1,3,1,2,1,2],[45,4,1,1,1,1,3],[46,2,3,1,2,2,3],[47,4,1,1,1,1,2],[48,3,2,2,1,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,4,4,3,2,1,3,3,2,2,4,4,2,1,4,4,4,2,4,4,3,4,3,1,1,1,4,2
123,08 Nov 2018 - 08:19:29 PST,08 Nov 2018 - 08:23:02 PST,0h 3m 33s,0h 3m 29s,1541693969,1541694182,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,2605:e000:1c02:475:8068:b2ce:1766:10d0,1293,,"[[1,1,1,1,2,1,1],[2,1,2,2,1,1,2],[3,3,3,2,1,2,2],[4,3,1,2,2,2,1],[5,4,2,1,1,1,3],[6,2,3,2,1,1,2],[7,2,1,1,2,2,1],[8,3,3,2,1,1,3],[9,4,1,1,2,2,3],[10,2,2,2,2,1,1],[11,1,3,1,1,2,2],[12,1,3,1,2,1,3],[13,1,1,2,2,1,3],[14,3,3,1,1,1,2],[15,4,1,1,1,2,3],[16,1,1,2,1,2,1],[17,3,2,1,2,1,2],[18,2,3,2,2,2,3],[19,3,2,2,2,1,1],[20,1,3,2,1,2,3],[21,3,2,1,1,1,1],[22,2,1,1,1,2,2],[23,4,2,1,2,2,2],[24,4,2,2,1,1,1],[25,4,1,2,2,2,1],[26,3,2,1,2,2,3],[27,2,3,1,1,1,2],[28,2,1,1,2,1,2],[29,3,3,2,2,1,3],[30,4,2,2,1,2,1],[31,4,2,2,2,1,2],[32,3,2,1,1,2,1],[33,2,3,1,1,1,3],[34,1,2,2,1,2,3],[35,1,1,1,2,1,1],[36,3,3,2,2,2,2],[37,4,2,1,2,2,2],[38,1,3,1,2,1,3],[39,2,1,2,1,2,1],[40,4,1,1,1,1,1],[41,1,2,1,1,2,1],[42,1,3,2,2,2,2],[43,2,2,2,2,1,3],[44,3,1,1,1,2,2],[45,4,1,2,1,1,3],[46,4,1,2,1,1,2],[47,2,2,2,2,2,1],[48,2,3,1,2,2,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,3,4,2,2,2,2,1,3,4,3,2,3,3,4,2,2,2,4,2,3,4,1,3,1,3,4,4,4,2
125,08 Nov 2018 - 13:33:26 PST,08 Nov 2018 - 13:36:29 PST,0h 3m 3s,0h 2m 58s,1541712806,1541712989,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",Windows 10.0,Chrome 68.0.3440.106,71.93.227.202,1366,,"[[1,4,2,1,1,2,3],[2,1,3,1,2,1,2],[3,2,1,2,1,1,1],[4,4,2,1,1,1,2],[5,4,1,2,1,2,2],[6,2,3,1,2,2,3],[7,4,1,2,2,1,2],[8,2,1,2,2,2,2],[9,3,2,1,1,1,1],[10,1,2,2,1,2,1],[11,2,3,2,1,2,2],[12,2,3,1,2,1,3],[13,4,1,2,2,2,3],[14,2,2,2,1,1,1],[15,3,3,1,1,1,2],[16,1,1,1,1,2,2],[17,3,1,1,2,1,3],[18,4,2,2,1,2,3],[19,4,1,1,2,1,1],[20,3,3,2,2,2,3],[21,2,2,2,1,2,2],[22,4,1,1,1,2,1],[23,2,2,1,2,2,1],[24,2,3,2,2,1,3],[25,1,1,1,2,1,2],[26,3,3,1,1,2,2],[27,3,1,2,1,1,3],[28,1,2,2,2,2,1],[29,1,3,2,1,1,3],[30,4,2,1,2,1,3],[31,4,2,2,2,1,2],[32,1,3,1,1,1,3],[33,1,1,1,2,2,1],[34,4,2,1,1,2,1],[35,3,1,2,2,1,1],[36,2,2,2,2,2,3],[37,1,2,1,1,1,3],[38,3,3,1,2,2,2],[39,4,1,2,1,1,1],[40,1,3,2,2,2,2],[41,3,2,2,2,1,1],[42,3,1,1,1,2,3],[43,1,3,1,2,2,3],[44,2,2,1,2,1,1],[45,3,3,2,1,1,2],[46,1,3,2,1,1,3],[47,3,2,2,2,2,2],[48,2,1,1,1,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,1,2,3,1,2,3,2,1,2,3,2,2,3,2,3
126,08 Nov 2018 - 14:03:40 PST,08 Nov 2018 - 14:11:22 PST,0h 7m 42s,0h 7m 37s,1541714620,1541715082,1,5,,Q9,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Windows 7,MSIE 11.0,169.232.162.10,1333,,"[[1,3,3,1,2,1,3],[2,2,3,1,1,1,2],[3,4,2,2,1,2,1],[4,2,2,1,1,1,1],[5,4,2,2,2,2,3],[6,3,3,1,2,2,2],[7,2,3,2,2,2,2],[8,4,1,2,1,1,3],[9,4,1,1,2,1,2],[10,1,1,2,1,2,1],[11,3,2,2,1,2,2],[12,2,3,1,2,1,3],[13,1,2,1,1,1,2],[14,3,3,2,1,1,2],[15,4,1,2,2,2,2],[16,1,1,1,2,2,3],[17,3,2,2,1,1,1],[18,3,3,1,2,2,2],[19,3,1,2,2,1,1],[20,3,1,1,1,2,3],[21,1,3,1,2,1,3],[22,3,1,1,2,2,1],[23,3,2,1,1,1,3],[24,1,3,2,1,1,3],[25,4,2,1,2,2,1],[26,2,2,1,1,1,1],[27,1,3,2,1,1,2],[28,2,3,1,2,2,3],[29,4,1,2,1,1,2],[30,1,2,2,2,2,1],[31,4,1,1,2,1,1],[32,3,3,2,1,2,3],[33,2,2,2,2,2,2],[34,2,1,2,2,1,2],[35,4,2,1,2,2,1],[36,2,3,2,1,2,3],[37,1,2,2,2,2,2],[38,2,2,1,1,2,3],[39,2,1,2,2,1,1],[40,1,1,1,1,2,1],[41,1,3,2,2,1,3],[42,4,2,1,1,1,2],[43,3,2,2,2,1,1],[44,4,1,1,1,2,3],[45,1,3,1,1,2,2],[46,2,1,2,1,2,1],[47,1,1,1,1,1,2],[48,4,2,2,2,1,3]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,4,3,4,3,4,1,3,2,3,2,3,2,1,3,1,3,4,3,3,4,1,1,4,2,4,4,3,4,2,3
127,08 Nov 2018 - 15:01:22 PST,08 Nov 2018 - 15:05:22 PST,0h 4m 0s,0h 2m 33s,1541718082,1541718322,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,12.250.77.130,1355,,"[[1,4,1,1,1,2,3],[2,2,2,2,2,1,1],[3,1,3,1,2,2,2],[4,1,3,2,2,1,3],[5,4,2,1,2,2,2],[6,3,2,1,1,1,2],[7,3,1,1,2,2,1],[8,2,2,1,2,2,3],[9,2,3,2,1,1,2],[10,2,3,2,1,1,2],[11,3,1,1,1,2,1],[12,2,1,2,2,1,3],[13,4,1,2,1,1,2],[14,4,2,2,1,1,1],[15,2,1,1,2,2,3],[16,4,1,1,2,1,2],[17,1,2,2,1,2,1],[18,3,3,2,1,2,3],[19,1,2,1,1,2,3],[20,1,1,2,2,1,3],[21,2,3,1,1,2,2],[22,3,2,2,2,1,3],[23,2,1,1,1,2,1],[24,4,2,2,2,1,2],[25,4,1,1,1,2,3],[26,1,2,1,1,1,1],[27,3,3,2,2,2,3],[28,4,1,2,1,2,1],[29,4,1,2,2,2,2],[30,1,3,1,2,1,2],[31,4,2,2,2,2,1],[32,1,3,1,1,1,3],[33,3,3,1,2,2,2],[34,1,1,2,2,2,2],[35,2,2,1,1,1,1],[36,3,3,1,2,1,3],[37,2,1,1,2,1,1],[38,3,2,2,1,2,3],[39,3,3,1,1,1,2],[40,3,1,2,1,1,1],[41,4,2,1,1,1,3],[42,2,3,2,2,2,2],[43,3,2,2,2,2,1],[44,1,1,2,1,2,1],[45,4,2,1,2,1,1],[46,2,3,2,1,1,3],[47,1,2,2,1,2,2],[48,1,1,1,2,1,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",3,2,2,2,1,3,3,2,1,3,1,1,3,4,1,2,3,3,3,2,1,3,4,4,4,2,4,4,1,2,2
128,08 Nov 2018 - 15:43:31 PST,08 Nov 2018 - 15:48:51 PST,0h 5m 20s,0h 5m 17s,1541720611,1541720931,1,5,,Q9,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0,Windows 7,Firefox 63.0,68.7.57.79,1920,,"[[1,1,3,1,2,1,2],[2,2,2,2,1,1,1],[3,4,1,1,1,2,2],[4,3,1,2,1,1,1],[5,4,1,1,2,2,2],[6,2,3,1,1,2,3],[7,4,2,2,1,1,3],[8,3,1,1,2,2,1],[9,3,3,2,2,2,3],[10,2,2,1,2,2,3],[11,1,3,2,2,1,2],[12,2,1,1,1,2,1],[13,4,1,2,2,1,1],[14,3,3,1,1,1,3],[15,1,2,1,2,2,2],[16,4,2,2,2,1,3],[17,2,3,2,1,1,2],[18,1,2,1,1,2,1],[19,4,2,2,2,2,1],[20,2,3,2,1,2,2],[21,3,3,1,1,1,3],[22,4,2,1,2,1,3],[23,2,3,2,1,1,2],[24,4,1,1,1,2,1],[25,1,3,1,1,2,3],[26,1,3,2,2,2,3],[27,3,2,1,1,1,2],[28,1,1,2,1,2,2],[29,4,2,1,1,1,1],[30,4,2,2,2,2,2],[31,1,1,1,2,1,1],[32,3,2,2,1,2,3],[33,4,1,2,2,1,2],[34,3,1,2,2,1,1],[35,2,3,2,2,2,3],[36,3,2,1,1,1,2],[37,1,2,2,1,2,1],[38,2,1,1,2,1,3],[39,1,3,1,2,1,3],[40,4,1,2,1,2,3],[41,3,3,2,2,2,2],[42,2,2,1,2,1,1],[43,1,1,2,1,1,1],[44,3,1,1,1,2,3],[45,2,2,2,2,2,1],[46,1,1,2,1,1,3],[47,2,3,1,2,1,2],[48,3,2,1,2,2,2]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",2,2,3,4,1,3,2,2,1,3,4,3,2,4,4,3,4,4,4,2,4,2,3,2,2,1,2,3,4,3,3
130,08 Nov 2018 - 17:04:43 PST,08 Nov 2018 - 17:09:21 PST,0h 4m 38s,0h 4m 33s,1541725483,1541725761,1,5,,Q9,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",Windows 10.0,Chrome 70.0.3538.77,73.71.224.236,2560,,"[[1,1,1,2,1,1,3],[2,3,3,1,1,1,3],[3,2,2,1,2,2,2],[4,4,2,2,2,1,1],[5,4,1,1,2,2,2],[6,1,3,1,1,1,2],[7,3,1,1,2,2,1],[8,2,3,1,2,1,3],[9,4,2,2,1,1,2],[10,3,2,2,2,1,1],[11,4,1,1,1,2,2],[12,2,3,2,2,2,3],[13,4,1,2,1,1,3],[14,4,2,1,1,2,1],[15,3,3,2,2,1,2],[16,2,1,2,1,2,1],[17,3,1,1,2,2,1],[18,2,1,2,1,1,3],[19,1,2,2,1,2,2],[20,4,1,1,2,1,1],[21,3,3,1,1,1,3],[22,4,1,2,2,1,2],[23,1,2,1,2,1,3],[24,3,3,2,1,2,3],[25,2,1,1,1,2,1],[26,3,1,2,1,1,2],[27,1,3,2,2,2,3],[28,1,2,1,1,1,1],[29,1,3,2,2,2,2],[30,3,3,1,1,1,2],[31,1,1,1,2,1,1],[32,2,2,1,1,2,3],[33,2,3,2,2,2,2],[34,3,2,1,1,2,2],[35,2,2,1,2,1,3],[36,2,3,2,1,1,2],[37,1,1,1,1,2,1],[38,3,2,2,2,2,3],[39,2,3,1,2,1,2],[40,4,2,2,1,2,1],[41,1,2,2,2,1,1],[42,4,1,1,2,2,3],[43,2,1,2,1,1,1],[44,4,2,2,2,2,3],[45,1,3,1,2,2,2],[46,1,3,2,1,2,3],[47,4,2,1,1,1,2],[48,3,1,2,2,2,1]]","{""atts""=>[[1,4,0],[2,3,1],[3,2,0],[4,2,0],[5,2,0],[6,3,0]],""tasks""=>16,""concepts""=>3,""none""=>1}",1,3,3,4,2,4,2,2,1,3,2,2,3,3,2,1,3,2,2,1,3,3,2,2,1,2,1,3,1,3,2
